annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
361,Medium,Nearby high-priority print lead,Colombia,1989-12-20,Telcon,Memorandum of Telephone Conversation,"December 15, 1989",-5,Request for an Appointment by U.S. to,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-013, December 1, 1989-December 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Barco.pdf,https://catalog.archives.gov/id/428080421,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-013.pdf#page=20,bush-library-428080421,chronological-print-470766470-20-memorandum
362,Medium,Nearby high-priority print lead,Colombia,1989-12-20,Telcon,Memorandum of Telephone Conversation,"December 15, 1989",-5,"To: BRENT SCOWCROFT fo; From: WILLIAM T. PRYCE oe am b.",Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Barco.pdf,https://catalog.archives.gov/id/428080421,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=46,bush-library-428080421,subject-print-470766564-46-memorandum
363,Medium,Daily Diary/backup timing support,Colombia,1990-01-28,Telcon,Memorandum of Telephone Conversation,1990-01-28,0,[Presidential Daily Backup] 1/28/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/28/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-01-28--Barco.pdf,https://catalog.archives.gov/id/428080509,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_28_90-12816-010_415890345.pdf,bush-library-428080509,415890345
364,Medium,Daily Diary/backup timing support,Colombia,1990-01-28,Telcon,Memorandum of Telephone Conversation,1990-01-28,0,[Presidential Daily Diary] 1/28/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/28/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-01-28--Barco.pdf,https://catalog.archives.gov/id/428080509,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_28_90-12816-009_415890344.pdf,bush-library-428080509,415890344
365,Medium,Daily Diary/backup timing support,Colombia,1990-04-27,Telcon,Memorandum of Telephone Conversation,1990-04-27,0,[Presidential Daily Backup] 4/27/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/27/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-04-27--Barco.pdf,https://catalog.archives.gov/id/428080673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_27_90-12825-004_415890523.pdf,bush-library-428080673,415890523
366,Medium,Daily Diary/backup timing support,Colombia,1990-04-27,Telcon,Memorandum of Telephone Conversation,1990-04-27,0,[Presidential Daily Diary] 4/27/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/27/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-04-27--Barco.pdf,https://catalog.archives.gov/id/428080673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_27_90-12825-003_415890522.pdf,bush-library-428080673,415890522
367,Medium,Daily Diary/backup timing support,Colombia,1990-06-05,Memcon,Memorandum of Conversation,1990-06-05,0,[Presidential Daily Backup] 6/5/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/5/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-06-05--Barco.pdf,https://catalog.archives.gov/id/428080733,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_05_90-12828-026_415890601.pdf,bush-library-428080733,415890601
368,Medium,Daily Diary/backup timing support,Colombia,1990-06-05,Memcon,Memorandum of Conversation,1990-06-05,0,[Presidential Daily Diary] 6/5/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/5/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-06-05--Barco.pdf,https://catalog.archives.gov/id/428080733,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_05_90-12828-025_415890600.pdf,bush-library-428080733,415890600
369,Medium,Daily Diary/backup timing support,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,[Presidential Daily Backup] 7/13/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/13/1990. Access restriction: Restricted - Possibly.",documents/colombia/1990-07-13-bush-virgilio-barco-memcon-91108-001-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551670,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_13_90-12832-004_415890677.pdf,scowcroft-366551670-73-virgilio-barco-memcon,415890677
370,Medium,Daily Diary/backup timing support,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,[Presidential Daily Backup] 7/13/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/13/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-13--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428080837,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_13_90-12832-004_415890677.pdf,bush-library-428080837,415890677
371,Medium,Daily Diary/backup timing support,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,[Presidential Daily Diary] 7/13/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/13/1990. Access restriction: Restricted - Possibly.",documents/colombia/1990-07-13-bush-virgilio-barco-memcon-91108-001-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551670,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_13_90-12832-003_415890676.pdf,scowcroft-366551670-73-virgilio-barco-memcon,415890676
372,Medium,Daily Diary/backup timing support,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,[Presidential Daily Diary] 7/13/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/13/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-13--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428080837,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_13_90-12832-003_415890676.pdf,bush-library-428080837,415890676
373,Medium,Nearby public statement,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, July 13, 1990, ""Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia"", p. 1012. GovInfo, Government Publishing Office.",documents/colombia/1990-07-13-bush-virgilio-barco-memcon-91108-001-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551670,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=70,scowcroft-366551670-73-virgilio-barco-memcon,govinfo-ppp-1990-book2-70-statement-by-press-secretary-fitzwater-on-president-bush-s-meeting-with-president-elect-cesar-gaviria-of-colombia
374,Medium,Nearby public statement,Colombia,1990-07-13,Memcon,Memorandum of Conversation,1990-07-13,0,Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, July 13, 1990, ""Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia"", p. 1012. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-13--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428080837,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=70,bush-library-428080837,govinfo-ppp-1990-book2-70-statement-by-press-secretary-fitzwater-on-president-bush-s-meeting-with-president-elect-cesar-gaviria-of-colombia
375,Medium,Daily Diary/backup timing support,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,[Presidential Daily Backup] 9/29/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/29/1990. Access restriction: Restricted - Possibly.",documents/colombia/1990-09-29-bush-cesar-gaviria-memcon-91108-002-p27-scowcroft.pdf,https://catalog.archives.gov/id/366551671,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-09_29_90-12837-010_415890833.pdf,scowcroft-366551671-27-cesar-gaviria-memcon,415890833
376,Medium,Daily Diary/backup timing support,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,[Presidential Daily Backup] 9/29/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/29/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-09-29--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081077,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-09_29_90-12837-010_415890833.pdf,bush-library-428081077,415890833
377,Medium,Daily Diary/backup timing support,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,[Presidential Daily Diary] 9/29/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/29/1990. Access restriction: Restricted - Possibly.",documents/colombia/1990-09-29-bush-cesar-gaviria-memcon-91108-002-p27-scowcroft.pdf,https://catalog.archives.gov/id/366551671,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-09_29_90-12837-009_415890832.pdf,scowcroft-366551671-27-cesar-gaviria-memcon,415890832
378,Medium,Daily Diary/backup timing support,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,[Presidential Daily Diary] 9/29/1990,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/29/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-09-29--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081077,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-09_29_90-12837-009_415890832.pdf,bush-library-428081077,415890832
379,Medium,Nearby public statement,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, September 29, 1990, ""Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia"", p. 1322. GovInfo, Government Publishing Office.",documents/colombia/1990-09-29-bush-cesar-gaviria-memcon-91108-002-p27-scowcroft.pdf,https://catalog.archives.gov/id/366551671,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=380,scowcroft-366551671-27-cesar-gaviria-memcon,govinfo-ppp-1990-book2-380-statement-by-press-secretary-fitzwater-on-president-bush-s-meeting-in-new-york-city-with-president-cesar-gaviria-of-colombia
380,Medium,Nearby public statement,Colombia,1990-09-29,Memcon,Memorandum of Conversation,1990-09-29,0,Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1990, Book II, September 29, 1990, ""Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia"", p. 1322. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-09-29--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081077,https://www.govinfo.gov/content/pkg/PPP-1990-book2/pdf/PPP-1990-book2.pdf#page=380,bush-library-428081077,govinfo-ppp-1990-book2-380-statement-by-press-secretary-fitzwater-on-president-bush-s-meeting-in-new-york-city-with-president-cesar-gaviria-of-colombia
381,Medium,Daily Diary/backup timing support,Colombia,1990-11-23,Telcon,Memorandum of Telephone Conversation,1990-11-23,0,[Presidential Daily Backup] 11/23/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/23/1990. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-23--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081223,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-11_23_90-12843-006_415890945.pdf,bush-library-428081223,415890945
382,Medium,Daily Diary/backup timing support,Colombia,1990-11-23,Telcon,Memorandum of a Telephone Conversation,1990-11-23,0,[Presidential Daily Backup] 11/23/1990,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/23/1990. Access restriction: Restricted - Possibly.",documents/colombia/1990-11-23-bush-cesar-gaviria-telcon-91112-003-p63-scowcroft.pdf,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-11_23_90-12843-006_415890945.pdf,scowcroft-366551695-63-cesar-gaviria-telcon,415890945
383,Medium,Daily Diary/backup timing support,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,[Presidential Daily Backup] 2/26/1991,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/26/1991. Access restriction: Restricted - Possibly.",documents/colombia/1991-02-26-bush-cesar-gaviria-memcon-91108-004-p33-scowcroft.pdf,https://catalog.archives.gov/id/366551673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_26_91-12850-002_415891135.pdf,scowcroft-366551673-33-cesar-gaviria-memcon,415891135
384,Medium,Daily Diary/backup timing support,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,[Presidential Daily Backup] 2/26/1991,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/26/1991. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428082499,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_26_91-12850-002_415891135.pdf,bush-library-428082499,415891135
385,Medium,Daily Diary/backup timing support,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,[Presidential Daily Diary] 2/26/1991,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/26/1991. Access restriction: Restricted - Possibly.",documents/colombia/1991-02-26-bush-cesar-gaviria-memcon-91108-004-p33-scowcroft.pdf,https://catalog.archives.gov/id/366551673,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/62/1863/186362/content/arcmedia/media/images/40/23/40-2260a.gif,scowcroft-366551673-33-cesar-gaviria-memcon,415891134
386,Medium,Daily Diary/backup timing support,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,[Presidential Daily Diary] 2/26/1991,Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/26/1991. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428082499,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/62/1863/186362/content/arcmedia/media/images/40/23/40-2260a.gif,bush-library-428082499,415891134
387,Medium,Nearby public statement,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia,Public Papers of the Presidents,Remarks,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1991, Book I, February 26, 1991, ""Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia"", p. 177. GovInfo, Government Publishing Office.",documents/colombia/1991-02-26-bush-cesar-gaviria-memcon-91108-004-p33-scowcroft.pdf,https://catalog.archives.gov/id/366551673,https://www.govinfo.gov/content/pkg/PPP-1991-book1/pdf/PPP-1991-book1-doc-pg177.pdf,scowcroft-366551673-33-cesar-gaviria-memcon,govinfo-PPP-1991-book1-doc-pg177
388,Medium,Nearby public statement,Colombia,1991-02-26,Memcon,Memorandum of Conversation,1991-02-26,0,Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia,Public Papers of the Presidents,Remarks,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1991, Book I, February 26, 1991, ""Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia"", p. 177. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428082499,https://www.govinfo.gov/content/pkg/PPP-1991-book1/pdf/PPP-1991-book1-doc-pg177.pdf,bush-library-428082499,govinfo-PPP-1991-book1-doc-pg177
389,Medium,Daily Diary/backup timing support,Colombia,1991-06-20,Telcon,Memorandum of Telephone Conversation,1991-06-20,0,[Presidential Daily Backup] 6/20/1991,Presidential Daily Backup,Restricted - Possibly,"Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon","Use to confirm timing, call/meeting status, participants, or backup packet context for a possible source note or editorial note.","Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/20/1991. Access restriction: Restricted - Possibly.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-20--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081721,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-008_415891364.pdf,bush-library-428081721,415891364
