date,catalog_date,source_type,title,countries,relationship,matched_terms,linked_memcon_telcon_titles,local_identifier,naid,empty_folder,access_restriction,source_note,pdf_url,catalog_url
1989-08-28,8/28/1989,Presidential Daily Diary,[Presidential Daily Diary] 8/28/1989,Colombia,Matched memcon/telcon date,"Barco; Colombia",Memorandum of Telephone Conversation,12804-027,415890038,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 8/28/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_28_89-12804-027_415890038.pdf,https://catalog.archives.gov/id/415890038
1989-08-29,8/29/1989,Presidential Daily Backup,[Presidential Daily Backup] 8/29/1989,Colombia,Catalog search lead,"Colombia; Colombian",,12804-030,415890041,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 8/29/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_29_89-12804-030_415890041.pdf,https://catalog.archives.gov/id/415890041
1989-08-30,8/30/1989,Presidential Daily Backup,[Presidential Daily Backup] 8/30/1989,Colombia,Catalog search lead,"Colombia; Colombian",,12804-032,415890043,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 8/30/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_30_89-12804-032_415890043.pdf,https://catalog.archives.gov/id/415890043
1989-08-31,8/31/1989,Presidential Daily Backup,[Presidential Daily Backup] 8/31/1989,"Bolivia; Colombia; Peru",Catalog search lead,"Barco; Bolivian; Colombia; Colombian; Peruvian",,12804-034,415890045,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 8/31/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-08_31_89-12804-034_415890045.pdf,https://catalog.archives.gov/id/415890045
1989-09-01,9/1/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/1/1989,"Colombia; Uruguay",Catalog search lead,"Colombia; Uruguay",,12804-036,415890047,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/1/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_01_89-12804-036_415890047.pdf,https://catalog.archives.gov/id/415890047
1989-09-05,9/5/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/5/1989,Colombia,Catalog search lead,Colombia,,12804-044,415890055,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/5/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_05_89-12804-044_415890055.pdf,https://catalog.archives.gov/id/415890055
1989-09-06,9/6/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/6/1989,"Bolivia; Ecuador; Peru; Venezuela",Catalog search lead,"Bolivia; Ecuador; Peru; Venezuela",,12805-002,415890057,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/6/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_06_89-12805-002_415890057.pdf,https://catalog.archives.gov/id/415890057
1989-09-06,9/6/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/6/1989,"Bolivia; Colombia; Ecuador; Peru; Venezuela",Catalog search lead,"Bolivia; Colombia; Ecuador; Peru; Venezuela",,12805-001,415890056,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/6/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_06_89-12805-001_415890056.pdf,https://catalog.archives.gov/id/415890056
1989-09-14,9/14/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/14/1989,Argentina,Catalog search lead,Argentine,,12805-018,415890073,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/14/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_14_89-12805-018_415890073.pdf,https://catalog.archives.gov/id/415890073
1989-09-15,9/15/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/15/1989,Uruguay,Matched memcon/telcon date,"Sanguinetti; Uruguay; Uruguayan",Memorandum of Conversation,12805-020,415890075,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/15/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_15_89-12805-020_415890075.pdf,https://catalog.archives.gov/id/415890075
1989-09-15,9/15/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/15/1989,Uruguay,Matched memcon/telcon date,"Sanguinetti; Uruguay",Memorandum of Conversation,12805-019,415890074,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/15/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_15_89-12805-019_415890074.pdf,https://catalog.archives.gov/id/415890074
1989-09-18,9/18/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/18/1989,Colombia,Catalog search lead,"Barco; Colombia; Colombian",,12806-002,415890081,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/18/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_18_89-12806-002_415890081.pdf,https://catalog.archives.gov/id/415890081
1989-09-19,9/19/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/19/1989,"Brazil; Uruguay",Catalog search lead,"Brazil; Uruguay",,12806-004,415890083,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/19/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_19_89-12806-004_415890083.pdf,https://catalog.archives.gov/id/415890083
1989-09-22,9/22/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/22/1989,"Peru; Uruguay",Catalog search lead,"Peru; Uruguay",,12806-010,415890089,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/22/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_22_89-12806-010_415890089.pdf,https://catalog.archives.gov/id/415890089
1989-09-25,9/25/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/25/1989,"Argentina; Bolivia; Brazil; Colombia; Ecuador; Paraguay; Peru; Venezuela",Matched memcon/telcon date,"Alfonsin; Andres Rodriguez; Argentina; Argentine; Barco; Bolivia; Bolivian; Brazil; Brazilian; Carlos Andres Perez; Colombia; Ecuador; Menem; Paraguay; Paz Zamora; Peru; Sarney; Venezuela",Memorandum of Conversation,12806-016,415890095,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/25/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-016_415890095.pdf,https://catalog.archives.gov/id/415890095
1989-09-25,9/25/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/25/1989,"Bolivia; Brazil; Colombia; Venezuela",Matched memcon/telcon date,"Barco; Bolivia; Brazil; Brazilian; Carlos Andres Perez; Colombia; Sarney; Venezuela; Venezuelan",Memorandum of Conversation,12806-015,415890094,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/25/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-015_415890094.pdf,https://catalog.archives.gov/id/415890094
1989-09-26,9/26/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/26/1989,Colombia,Matched memcon/telcon date,Barco,Memorandum of Telephone Conversation,12806-018,415890097,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/26/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_26_89-12806-018_415890097.pdf,https://catalog.archives.gov/id/415890097
1989-09-26,9/26/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/26/1989,Colombia,Matched memcon/telcon date,"Barco; Colombia",Memorandum of Telephone Conversation,12806-017,415890096,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/26/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_26_89-12806-017_415890096.pdf,https://catalog.archives.gov/id/415890096
1989-09-27,9/27/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/27/1989,Argentina,Matched memcon/telcon date,"Argentina; Argentine; Menem",Memorandum of Conversation,12806-020,415890099,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/27/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_27_89-12806-020_415890099.pdf,https://catalog.archives.gov/id/415890099
1989-09-27,9/27/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/27/1989 [EMPTY],Argentina,Matched memcon/telcon date,,Memorandum of Conversation,12806-019,415890098,yes,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/27/1989 [EMPTY]. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_27_89-12806-019_415890098.pdf,https://catalog.archives.gov/id/415890098
1989-09-28,9/28/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/28/1989,Colombia,Matched memcon/telcon date,"Barco; Colombia; Colombian",Memorandum of Conversation,12806-022,415890101,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/28/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_28_89-12806-022_415890101.pdf,https://catalog.archives.gov/id/415890101
1989-09-28,9/28/1989,Presidential Daily Diary,[Presidential Daily Diary] 9/28/1989 [EMPTY],Colombia,Matched memcon/telcon date,,Memorandum of Conversation,12806-021,415890100,yes,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/28/1989 [EMPTY]. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_28_89-12806-021_415890100.pdf,https://catalog.archives.gov/id/415890100
1989-09-29,9/29/1989,Presidential Daily Backup,[Presidential Daily Backup] 9/29/1989,Venezuela,Catalog search lead,Venezuelan,,12807-002,415890103,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/29/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_29_89-12807-002_415890103.pdf,https://catalog.archives.gov/id/415890103
1989-10-03,10/3/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/3/1989,Venezuela,Catalog search lead,Carlos Andres Perez,,12807-010,415890111,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/3/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_03_89-12807-010_415890111.pdf,https://catalog.archives.gov/id/415890111
1989-10-04,10/4/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/4/1989,Brazil,Catalog search lead,Brazil,,12807-012,415890113,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/4/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_04_89-12807-012_415890113.pdf,https://catalog.archives.gov/id/415890113
1989-10-10,10/10/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/10/1989,Brazil,Catalog search lead,Brazil,,12808-002,415890125,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/10/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_10_89-12808-002_415890125.pdf,https://catalog.archives.gov/id/415890125
1989-10-10,10/10/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/10/1989,Brazil,Catalog search lead,Brazilian,,12808-001,415890124,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/10/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_10_89-12808-001_415890124.pdf,https://catalog.archives.gov/id/415890124
1989-10-13,10/13/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/13/1989,Venezuela,Catalog search lead,Carlos Andres Perez,,12808-008,415890131,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/13/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_13_89-12808-008_415890131.pdf,https://catalog.archives.gov/id/415890131
1989-10-19,10/19/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/19/1989,"Colombia; Peru",Catalog search lead,"Alan Garcia; Barco; Colombia",,12808-020,415890143,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/19/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_19_89-12808-020_415890143.pdf,https://catalog.archives.gov/id/415890143
1989-10-24,10/24/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/24/1989,"Argentina; Colombia",Catalog search lead,"Argentina; Argentine; Colombia; Menem",,12809-010,415890153,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/24/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_24_89-12809-010_415890153.pdf,https://catalog.archives.gov/id/415890153
1989-10-24,10/24/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/24/1989,Argentina,Catalog search lead,Argentina,,12809-009,415890152,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/24/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_24_89-12809-009_415890152.pdf,https://catalog.archives.gov/id/415890152
1989-10-25,10/25/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/25/1989,"Argentina; Bolivia; Brazil; Chile; Colombia; Peru; Venezuela",Catalog search lead,"Argentina; Argentine; Barco; Bolivia; Brazil; Chile; Colombia; Colombian; Menem; Peru; Sarney; Venezuela; Venezuelan",,12809-012,415890155,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/25/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_25_89-12809-012_415890155.pdf,https://catalog.archives.gov/id/415890155
1989-10-25,10/25/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/25/1989,"Argentina; Bolivia; Brazil; Chile; Colombia; Peru; Venezuela",Catalog search lead,"Argentina; Bolivia; Brazil; Chile; Colombia; Peru; Venezuela",,12809-011,415890154,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/25/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_25_89-12809-011_415890154.pdf,https://catalog.archives.gov/id/415890154
1989-10-27,10/27/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/27/1989,"Argentina; Bolivia; Brazil; Colombia; Ecuador; Guyana; Paraguay; Suriname; Uruguay; Venezuela",Catalog search lead,"Argentina; Barco; Bolivia; Borja; Brazil; Carlos Andres Perez; Colombia; Colombian; Ecuador; Guyana; Hoyte; Paraguay; Suriname; Uruguay; Venezuela",,12809-016,415890159,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/27/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_27_89-12809-016_415890159.pdf,https://catalog.archives.gov/id/415890159
1989-10-27,10/27/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/27/1989,Colombia,Catalog search lead,Colombia,,12809-015,415890158,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/27/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_27_89-12809-015_415890158.pdf,https://catalog.archives.gov/id/415890158
1989-10-28,10/28/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/28/1989,"Argentina; Brazil; Colombia",Catalog search lead,"Argentina; Barco; Brazil; Colombia; Menem; Sarney",,12809-018,415890161,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/28/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_28_89-12809-018_415890161.pdf,https://catalog.archives.gov/id/415890161
1989-10-28,10/28/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/28/1989,Argentina,Catalog search lead,"Argentina; Menem",,12809-017,415890160,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/28/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_28_89-12809-017_415890160.pdf,https://catalog.archives.gov/id/415890160
1989-10-30,10/30/1989,Presidential Daily Backup,[Presidential Daily Backup] 10/30/1989,Colombia,Matched memcon/telcon date,Barco,Memorandum of Telephone Conversation,12809-022,415890165,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/30/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-022_415890165.pdf,https://catalog.archives.gov/id/415890165
1989-10-30,10/30/1989,Presidential Daily Diary,[Presidential Daily Diary] 10/30/1989,Colombia,Matched memcon/telcon date,Barco,Memorandum of Telephone Conversation,12809-021,415890164,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/30/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-021_415890164.pdf,https://catalog.archives.gov/id/415890164
1989-11-01,11/1/1989,Presidential Daily Backup,[Presidential Daily Backup] 11/1/1989,Venezuela,Matched memcon/telcon date,Venezuela,Memorandum of Telephone Conversation,12810-002,415890169,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/1/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-002_415890169.pdf,https://catalog.archives.gov/id/415890169
1989-11-01,11/1/1989,Presidential Daily Diary,[Presidential Daily Diary] 11/1/1989,Venezuela,Matched memcon/telcon date,Venezuela,Memorandum of Telephone Conversation,12810-001,415890168,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/1/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf,https://catalog.archives.gov/id/415890168
1989-11-02,11/2/1989,Presidential Daily Backup,[Presidential Daily Backup] 11/2/1989,"Brazil; Colombia",Catalog search lead,"Barco; Brazil",,12810-004,415890171,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/2/1989. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_02_89-12810-004_415890171.pdf,https://catalog.archives.gov/id/415890171
