chapter_number,chapter_country,date,date_line,document_type,document_title,subject_line,participants,page_count,release_status,source_bucket,local_identifier,naid,source_title,source_note,provenance_note,frus_topics,pdf_url,catalog_url,daily_diary_backup_titles,daily_diary_backup_pdfs,daily_diary_backup_catalog_urls
5,Colombia,1991-02-26,"February 26, 1991",Memcon,Memorandum of Conversation,Meeting with President Cesar Gaviria of Colombia (U),"George H. W. Bush; Cesar Gaviria",7,Declassified,Scowcroft extract,91108-004,366551673,"Presidential Meetings - Memorandum of Conversations 01/14/91 - 03/08/91; 41-bpr-scow-pcor-memcon-91108-004.pdf; source pages 33-39","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-004, Presidential Meetings - Memorandum of Conversations 01/14/91 - 03/08/91. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-004, Presidential Meetings - Memorandum of Conversations 01/14/91 - 03/08/91. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 33-39. Digital source file: 41-bpr-scow-pcor-memcon-91108-004.pdf. Catalog: https://catalog.archives.gov/id/366551673.","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/colombia/1991-02-26-bush-cesar-gaviria-memcon-91108-004-p33-scowcroft.pdf,https://catalog.archives.gov/id/366551673,"[Presidential Daily Backup] 2/26/1991; [Presidential Daily Diary] 2/26/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_26_91-12850-002_415891135.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/62/1863/186362/content/arcmedia/media/images/40/23/40-2260a.gif","https://catalog.archives.gov/id/415891135; https://catalog.archives.gov/id/415891134"
5,Colombia,1991-02-26,"February 26, 1991",Memcon,Memorandum of Conversation,"Meeting with President Cesar Gaviria of Colombia, February 26, 1991","George H. W. Bush; Cesar Gaviria Trujillo",8,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [2],428082499,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [2]. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/26/1991; Type Memcon; Participants Gaviria Trujillo, Cesar; Country Colombia; Release Status Full; NAID 428082499. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with President Cesar Gaviria of Colombia, February 26, 1991, NAID 428082499. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [2], NAID 325592655. Digital object: 1991-02-26--Gaviria-Trujillo.pdf, object ID 428082500, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf. Access restriction: Unrestricted.","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428082499,"[Presidential Daily Backup] 2/26/1991; [Presidential Daily Diary] 2/26/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_26_91-12850-002_415891135.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/62/1863/186362/content/arcmedia/media/images/40/23/40-2260a.gif","https://catalog.archives.gov/id/415891135; https://catalog.archives.gov/id/415891134"
5,Colombia,1991-06-20,"June 20, 1991",Telcon,Memorandum of a Telephone Conversation,"Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991","George H. W. Bush; Cesar Gaviria",2,Declassified,Scowcroft extract,91112-008,366551700,"Presidential Telephone Calls--Memorandum of Conversations 5/3/91-7/21/91; source pages 74-75; 41-bpr-scow-pcor-telcon-91112-008.pdf; source pages 74-75; 41-bpr-scow-pcor-telcon-91112-008.pdf; source pages 74-75","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-008, 91112-008. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-008, Presidential Telephone Calls--Memorandum of Conversations 5/3/91-7/21/91; source pages 74-75; 41-bpr-scow-pcor-telcon-91112-008.pdf; source pages 74-75; 41-bpr-scow-pcor-telcon-91112-008.pdf; source pages 74-75. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 74-75. Digital source file: 41-bpr-scow-pcor-telcon-91112-008.pdf. Catalog: https://catalog.archives.gov/id/366551700.","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/colombia/1991-06-20-bush-cesar-gaviria-telcon-91112-008-p74-scowcroft.pdf,https://catalog.archives.gov/id/366551700,"[Presidential Daily Backup] 6/20/1991; [Presidential Daily Diary] 6/20/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-008_415891364.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-007_415891363.pdf","https://catalog.archives.gov/id/415891364; https://catalog.archives.gov/id/415891363"
5,Colombia,1991-06-20,"June 20, 1991",Telcon,Memorandum of Telephone Conversation,"Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991","George H. W. Bush; Cesar Gaviria Trujillo",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: June 1991,428081721,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: June 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: June 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 6/20/1991; Type Telcon; Participants Gaviria Trujillo, Cesar; Country Colombia; Release Status Full; NAID 428081721. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991, NAID 428081721. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: June 1991, NAID 325592659. Digital object: 1991-06-20--Gaviria-Trujillo.pdf, object ID 428081722, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-20--Gaviria-Trujillo.pdf. Access restriction: Unrestricted.","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-20--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081721,"[Presidential Daily Backup] 6/20/1991; [Presidential Daily Diary] 6/20/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-008_415891364.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_20_91-12861-007_415891363.pdf","https://catalog.archives.gov/id/415891364; https://catalog.archives.gov/id/415891363"
6,Ecuador,1990-07-23,"July 23, 1990",Memcon,Memorandum of Conversation,"Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (1 of 2)","George H. W. Bush; Rodrigo Borja",8,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990,428080839,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/23/1990; Type Memcon; Participants Borja, Rodrigo; Country Ecuador; Release Status Full; NAID 428080839. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (1 of 2), NAID 428080839. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990, NAID 325541475. Digital object: 1990-07-23--Borja-1.pdf, object ID 428080840, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551670, 91108-001, source pages 86-91; Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551670, 91108-001, source pages 79-85.","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf,https://catalog.archives.gov/id/428080839,"[Presidential Daily Backup] 7/23/1990; [Presidential Daily Diary] 7/23/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-024_415890697.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-023_415890696.pdf","https://catalog.archives.gov/id/415890697; https://catalog.archives.gov/id/415890696"
6,Ecuador,1990-07-23,"July 23, 1990",Memcon,Memorandum of Conversation,"Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (2 of 2)","George H. W. Bush; Rodrigo Borja",7,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990,428080841,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/23/1990; Type Memcon; Participants Borja, Rodrigo; Country Ecuador; Release Status Full; NAID 428080841. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (2 of 2), NAID 428080841. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990, NAID 325541475. Digital object: 1990-07-23--Borja-2.pdf, object ID 428080842, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf. Access restriction: Unrestricted.","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf,https://catalog.archives.gov/id/428080841,"[Presidential Daily Backup] 7/23/1990; [Presidential Daily Diary] 7/23/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-024_415890697.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_23_90-12832-023_415890696.pdf","https://catalog.archives.gov/id/415890697; https://catalog.archives.gov/id/415890696"
6,Ecuador,1992-07-28,"July 28, 1992",Memcon,Memorandum of Conversation,"Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992","George H. W. Bush; Sixto Duran Ballen",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992,428082307,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/28/1992; Type Memcon; Participants Ballen, Sixto Duran; Country Ecuador; Release Status Full; NAID 428082307. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992, NAID 428082307. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992, NAID 325592621. Digital object: 1992-07-28--Ballen.pdf, object ID 428082308, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551685, 91110-002, source pages 24-28.","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307,"[Presidential Daily Backup] 7/28/1992; [Presidential Daily Diary] 7/28/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-002_415892181.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-001_415892180.pdf","https://catalog.archives.gov/id/415892181; https://catalog.archives.gov/id/415892180"
7,Guyana,1989-06-19,"June 19, 1989",Memcon,Memorandum of Conversation,"The President's Meeting with President Desmond Hoyte of Guyana, June 19, 1989","George H. W. Bush; Desmond Hoyte",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons) - June 1989-December 1989]: June 1989,428080045,"Presidential Memcon Files; [Memorandum of Conversations (Memcons) - June 1989-December 1989]: June 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons) - June 1989-December 1989]: June 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 6/19/1989; Type Memcon; Participants Hoyte, Desmond; Country Guyana; Release Status Full; NAID 428080045. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: The President's Meeting with President Desmond Hoyte of Guyana, June 19, 1989, NAID 428080045. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons) - June 1989-December 1989]: June 1989, NAID 325377389. Digital object: 1989-06-19--Hoyte.pdf, object ID 428080046, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-06-19--Hoyte.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551663, 91107-004, source pages 45-48.","Latin America; South America; Guyana; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-06-19--Hoyte.pdf,https://catalog.archives.gov/id/428080045,"[Presidential Daily Backup] 6/19/1989; [Presidential Daily Diary] 6/19/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_19_89-12799-022_415889899.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-06_19_89-12799-021_415889898.pdf","https://catalog.archives.gov/id/415889899; https://catalog.archives.gov/id/415889898"
8,Paraguay,1990-06-15,"June 15, 1990",Memcon,Memorandum of Conversation,"Meeting with Andres Rodriguez of Paraguay, June 15, 1990","George H. W. Bush; Andres Rodriguez",2,Unrestricted,Presidential Memcon Files,,428080795,Presidential Memcon Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.","Source: George H.W. Bush Library, Records of the National Security Council (George H. W. Bush Administration), Presidential Memcon Files, NAID 321498039; item Meeting with Andres Rodriguez of Paraguay, June 15, 1990, NAID 428080795. Digital object: 1990-06-15--Rodriguez.pdf.","Latin America; South America; Paraguay; Presidential Memcon Files; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-06-15--Rodriguez.pdf,https://catalog.archives.gov/id/428080795,"[Presidential Daily Backup] 6/15/1990; [Presidential Daily Diary] 6/15/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_15_90-12829-018_415890621.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_15_90-12829-017_415890620.pdf","https://catalog.archives.gov/id/415890621; https://catalog.archives.gov/id/415890620"
8,Paraguay,1991-01-31,"January 31, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone ccmversation with President Andres Rodriguez of Paraguay, January 31, 1991","George H. W. Bush; Andres Rodriguez",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991,428081403,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 1/31/1991; Type Telcon; Participants Rodriguez, Andres; Country Paraguay; Release Status Full; NAID 428081403. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone ccmversation with President Andres Rodriguez of Paraguay, January 31, 1991, NAID 428081403. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991, NAID 325592653. Digital object: 1991-01-31--Rodriguez.pdf, object ID 428081404, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-31--Rodriguez.pdf. Access restriction: Unrestricted.","Latin America; South America; Paraguay; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-31--Rodriguez.pdf,https://catalog.archives.gov/id/428081403,"[Presidential Daily Backup] 1/31/1991; [Presidential Daily Diary] 1/31/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_31_91-12847-032_415891083.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/1863/186337/content/arcmedia/media/images/40/20/40-1995a.gif","https://catalog.archives.gov/id/415891083; https://catalog.archives.gov/id/415891082"
9,Peru,1989-05-13,"May 13, 1989",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Alan Garcia of Peru, May 13, 1989","George H. W. Bush; Alan Garcia",5,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,428080015,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 5/13/1989; Type Telcon; Participants Garcia, Alan; Country Peru; Release Status Full; NAID 428080015. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Alan Garcia of Peru, May 13, 1989, NAID 428080015. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989, NAID 325592632. Digital object: 1989-05-13--Garcia.pdf, object ID 428080016, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Garcia.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551687, 91111-002, source pages 17-20.","Latin America; South America; Peru; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Garcia.pdf,https://catalog.archives.gov/id/428080015,"[Presidential Daily Backup] 5/13/1989; [Presidential Daily Diary] 5/13/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-05_13_89-12796-024_415889825.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-05_13_89-12796-023_415889824.pdf","https://catalog.archives.gov/id/415889825; https://catalog.archives.gov/id/415889824"
9,Peru,1991-09-17,"September 17, 1991",Memcon,Memorandum of Conversation,"Luncheon with Alberto Fujimori, President of Peru, September 17, 1991 (2 of 2)","George H. W. Bush; Alberto Fujimori",7,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991,428081889,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 9/17/1991; Type Memcon; Participants Fujimori, Alberto; Country Peru; Release Status Full; NAID 428081889. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Luncheon with Alberto Fujimori, President of Peru, September 17, 1991 (2 of 2), NAID 428081889. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991, NAID 325542558. Digital object: 1991-09-17--Fujimori-2.pdf, object ID 428081890, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-17--Fujimori-2.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551677, 91109-002, source pages 82-87.","Latin America; South America; Peru; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-17--Fujimori-2.pdf,https://catalog.archives.gov/id/428081889,"[Presidential Daily Backup] 9/17/1991; [Presidential Daily Diary] 9/17/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-09_17_91-12867-022_415891542.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-09_17_91-12867-021_415891541.pdf","https://catalog.archives.gov/id/415891542; https://catalog.archives.gov/id/415891541"
