ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
285,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/25/1989,12789-012,415889609,186322,Daily diary/backup reference,Uruguay,1989,1989-01-25,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-01-25 - [Presidential Daily Backup] 1/25/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415889609,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-01_25_89-12789-012_415889609.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/25/1989. Access restriction: Restricted - Possibly.","12789-012; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
286,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/25/1990,12816-004,415890339,186322,Daily diary/backup reference,Colombia,1990,1990-01-25,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-01-25 - [Presidential Daily Backup] 1/25/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890339,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_25_90-12816-004_415890339.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/25/1990. Access restriction: Restricted - Possibly.","12816-004; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
287,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/25/1991,12847-020,415891071,186322,Daily diary/backup reference,Brazil,1991,1991-01-25,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-01-25 - [Presidential Daily Backup] 1/25/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891071,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_25_91-12847-020_415891071.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/25/1991. Access restriction: Restricted - Possibly.","12847-020; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
288,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/26/1990,12816-006,415890341,186322,Daily diary/backup reference,Brazil,1990,1990-01-26,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-01-26 - [Presidential Daily Backup] 1/26/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890341,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_26_90-12816-006_415890341.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/26/1990. Access restriction: Restricted - Possibly.","12816-006; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
289,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/27/1992,12879-012,415891810,186322,Daily diary/backup reference,"Bolivia; Colombia; Ecuador; Peru; Venezuela",1992,1992-01-27,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-27 - [Presidential Daily Backup] 1/27/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891810,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_27_92-12879-012_415891810.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/27/1992. Access restriction: Restricted - Possibly.","12879-012; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
290,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/28/1990,12816-010,415890345,186322,Daily diary/backup reference,Colombia,1990,1990-01-28,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-01-28 - [Presidential Daily Backup] 1/28/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890345,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_28_90-12816-010_415890345.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/28/1990. Access restriction: Restricted - Possibly.","12816-010; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
291,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/3/1992,12877-016,415891761,186322,Daily diary/backup reference,Argentina,1992,1992-01-03,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-03 - [Presidential Daily Backup] 1/3/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891761,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_03_92-12877-016_415891761.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/3/1992. Access restriction: Restricted - Possibly.","12877-016; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
292,Reference,Critical,89,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/31/1991,12847-032,415891083,186322,Daily diary/backup reference,Paraguay,1991,1991-01-31,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-01-31 - [Presidential Daily Backup] 1/31/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891083,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_31_91-12847-032_415891083.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/31/1991. Access restriction: Restricted - Possibly.","12847-032; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
293,Reference,High,68,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/31/1992,12879-020,415891818,186322,Daily diary/backup reference,"Ecuador; Venezuela",1992,1992-01-31,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-31 - [Presidential Daily Backup] 1/31/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891818,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_31_92-12879-020_415891818.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/31/1992. Access restriction: Restricted - Possibly.","12879-020; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
294,Reference,High,68,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/4/1990,12814-018,415890297,186322,Daily diary/backup reference,Ecuador,1990,1990-01-04,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-01-04 - [Presidential Daily Backup] 1/4/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890297,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_04_90-12814-018_415890297.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/4/1990. Access restriction: Restricted - Possibly.","12814-018; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
295,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/4/1992,12877-018,415891763,186322,Daily diary/backup reference,Uruguay,1992,1992-01-04,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-04 - [Presidential Daily Backup] 1/4/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891763,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_04_92-12877-018_415891763.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/4/1992. Access restriction: Restricted - Possibly.","12877-018; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
296,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/6/1992,12877-022,415891767,186322,Daily diary/backup reference,Uruguay,1992,1992-01-06,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-06 - [Presidential Daily Backup] 1/6/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891767,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_06_92-12877-022_415891767.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/6/1992. Access restriction: Restricted - Possibly.","12877-022; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
297,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/8/1990,12814-026,415890305,186322,Daily diary/backup reference,Colombia,1990,1990-01-08,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-01-08 - [Presidential Daily Backup] 1/8/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890305,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_08_90-12814-026_415890305.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/8/1990. Access restriction: Restricted - Possibly.","12814-026; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
298,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 1/9/1992,12878-002,415891774,186322,Daily diary/backup reference,Uruguay,1992,1992-01-09,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-01-09 - [Presidential Daily Backup] 1/9/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891774,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_09_92-12878-002_415891774.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/9/1992. Access restriction: Restricted - Possibly.","12878-002; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
299,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/01/1990,12838-004,415890837,186322,Daily diary/backup reference,"Argentina; Brazil; Chile; Uruguay; Venezuela",1990,1990-10-01,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-01 - [Presidential Daily Backup] 10/01/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890837,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-004_415890837.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/01/1990. Access restriction: Restricted - Possibly.","12838-004; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
300,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/1/1991,12869-004,415891570,186322,Daily diary/backup reference,Venezuela,1991,1991-10-01,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-10-01 - [Presidential Daily Backup] 10/1/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891570,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-10_01_91-12869-004_415891570.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/1/1991. Access restriction: Restricted - Possibly.","12869-004; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
301,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/10/1989,12808-002,415890125,186322,Daily diary/backup reference,Brazil,1989,1989-10-10,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-10 - [Presidential Daily Backup] 10/10/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890125,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_10_89-12808-002_415890125.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/10/1989. Access restriction: Restricted - Possibly.","12808-002; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
302,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/10/1991,12870-008,415891589,186322,Daily diary/backup reference,"Colombia; Venezuela",1991,1991-10-10,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-10-10 - [Presidential Daily Backup] 10/10/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891589,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-10_10_91-12870-008_415891589.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/10/1991. Access restriction: Restricted - Possibly.","12870-008; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
303,Reference,Critical,87,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/10/1992,26859-012,415892329,186322,Daily diary/backup reference,Peru,1992,1992-10-10,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-10-10 - [Presidential Daily Backup] 10/10/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892329,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-10_10_92-26859-012_415892329.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/10/1992. Access restriction: Restricted - Possibly.","26859-012; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
304,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/12/1990,12839-006,415890859,186322,Daily diary/backup reference,"Colombia; Venezuela",1990,1990-10-12,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-12 - [Presidential Daily Backup] 10/12/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890859,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_12_90-12839-006_415890859.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/12/1990. Access restriction: Restricted - Possibly.","12839-006; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
305,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/13/1989,12808-008,415890131,186322,Daily diary/backup reference,Venezuela,1989,1989-10-13,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-13 - [Presidential Daily Backup] 10/13/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890131,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_13_89-12808-008_415890131.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/13/1989. Access restriction: Restricted - Possibly.","12808-008; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
306,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/17/1990,12840-002,415890870,186322,Daily diary/backup reference,"Argentina; Brazil; Chile",1990,1990-10-17,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-17 - [Presidential Daily Backup] 10/17/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890870,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_17_90-12840-002_415890870.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/17/1990. Access restriction: Restricted - Possibly.","12840-002; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
307,Reference,High,68,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/18/1991,12870-024,415891605,186322,Daily diary/backup reference,Ecuador,1991,1991-10-18,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-10-18 - [Presidential Daily Backup] 10/18/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891605,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-10_18_91-12870-024_415891605.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/18/1991. Access restriction: Restricted - Possibly.","12870-024; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
308,Reference,Critical,87,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/19/1989,12808-020,415890143,186322,Daily diary/backup reference,"Colombia; Peru",1989,1989-10-19,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-19 - [Presidential Daily Backup] 10/19/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890143,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_19_89-12808-020_415890143.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/19/1989. Access restriction: Restricted - Possibly.","12808-020; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
