person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Hoyte, H. Desmond",President of Guyana,"South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,no,0,0,0,0,0,,,,,,,,"h desmond hoyte; h hoyte; hoyte h desmond","Hoyte, H. Desmond, President of Guyana",hoyte-h-desmond
"Hrinak, Donna J.","Political Counselor, U.S. Embassy in Caracas [1989]; Deputy Chief of Mission, U.S. Embassy in Tegucigalpa [1990, 1991]; Deputy Assistant Secretary of State for Caribbean and Mexican Affairs, Bureau of Inter-American Affairs, Department of State [1992]","South America country or capital in name authority entry; Senior regional-policy role",0,,,no,0,0,0,0,0,,,,,,,,"donna hrinak; donna j hrinak; hrinak donna j","Hrinak, Donna J., Political Counselor, U.S. Embassy in Caracas [1989]; Deputy Chief of Mission, U.S. Embassy in Tegucigalpa [1990, 1991]; Deputy Assistant Secretary of State for Caribbean and Mexican Affairs, Bureau of Inter-American Affairs, Department of State [1992]",hrinak-donna-j
"Hudson, Clarence A., Jr.","Consul, U.S. Embassy in Asuncion [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"clarence a hudson; clarence hudson; hudson clarence a jr","Hudson, Clarence A., Jr., Consul, U.S. Embassy in Asuncion [1989-1992]",hudson-clarence-a-jr
"Huff, James","Labor Attache, U.S. Embassy in Quito [1989]; Deputy Director, Office of Mexican Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Director, Political Training, School of Professional Studies, Foreign Service Institute, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"huff james; james huff","Huff, James, Labor Attache, U.S. Embassy in Quito [1989]; Deputy Director, Office of Mexican Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Director, Political Training, School of Professional Studies, Foreign Service Institute, Department of State [1992]",huff-james
"Jalane-Pribyl, Dar","Commercial Counselor, U.S. Embassy in Brasilia [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dar jalane pribyl; jalane pribyl dar","Jalane-Pribyl, Dar, Commercial Counselor, U.S. Embassy in Brasilia [1991, 1992]",jalane-pribyl-dar
"Jenista, Frank L.","Public Affairs Officer, U.S. Embassy in Montevideo [1990- 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"frank jenista; frank l jenista; jenista frank l","Jenista, Frank L., Public Affairs Officer, U.S. Embassy in Montevideo [1990- 1992]",jenista-frank-l
"Johnson, Cynthia F.","Retirement Division, Office of Employee Relations, Bureau of Personnel, Department of State [1991, 1992]; Public Affairs Officer, U.S. Embassy in Montevideo [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"cynthia f johnson; cynthia johnson; johnson cynthia f","Johnson, Cynthia F., Retirement Division, Office of Employee Relations, Bureau of Personnel, Department of State [1991, 1992]; Public Affairs Officer, U.S. Embassy in Montevideo [1992]",johnson-cynthia-f
"Johnson, Daniel A.","Administrative Counselor, U.S. Embassy in Santiago [1989, 1990]; Administrative Counselor, U.S. Embassy in La Paz [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"daniel a johnson; daniel johnson; johnson daniel a","Johnson, Daniel A., Administrative Counselor, U.S. Embassy in Santiago [1989, 1990]; Administrative Counselor, U.S. Embassy in La Paz [1991, 1992]",johnson-daniel-a
"Johnson, Donald C.","Political Counselor, U.S. Embassy in Tegucigalpa [1989, 1990]; Director for Latin American Affairs, National Security Council staff (1990)",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"donald c johnson; donald johnson; johnson donald c","Johnson, Donald C., Political Counselor, U.S. Embassy in Tegucigalpa [1989, 1990]; Director for Latin American Affairs, National Security Council staff (1990)",johnson-donald-c
"Johnson, Sandor","Administrative Counselor, U.S. Embassy in Buenos Aires [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"johnson sandor; sandor johnson","Johnson, Sandor, Administrative Counselor, U.S. Embassy in Buenos Aires [1989, 1990]",johnson-sandor
"Jones, George F.","Deputy Chief of Mission, U.S. Embassy in Santiago [1989]; Vice President for State Department Affairs, American Foreign Service Association; U.S. Ambassador to Guyana from January 21, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"george f jones; george jones; jones george f","Jones, George F., Deputy Chief of Mission, U.S. Embassy in Santiago [1989]; Vice President for State Department Affairs, American Foreign Service Association; U.S. Ambassador to Guyana from January 21, 1992",jones-george-f
"Jones, Gordon","Economic Counselor, U.S. Embassy in Quito [1989]; Economic Counselor, U.S. Embassy in Brasilia [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gordon jones; jones gordon","Jones, Gordon, Economic Counselor, U.S. Embassy in Quito [1989]; Economic Counselor, U.S. Embassy in Brasilia [1990, 1991]",jones-gordon
"Jones, M. Gordon","Economic Counselor, U.S. Embassy in Brasilia [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"jones m gordon; m gordon jones; m jones","Jones, M. Gordon, Economic Counselor, U.S. Embassy in Brasilia [1989-1992]",jones-m-gordon
"Jordan, Robert F.","Public Affairs Officer, U.S. Embassy in Manila [1989, 1990]; Public Affairs Officer, U.S. Embassy in Brasilia [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"jordan robert f; robert f jordan; robert jordan","Jordan, Robert F., Public Affairs Officer, U.S. Embassy in Manila [1989, 1990]; Public Affairs Officer, U.S. Embassy in Brasilia [1990-1992]",jordan-robert-f
"Jurecky, John P.","Deputy Chief of Mission, U.S. Embassy in Montevideo [1989-1991]; Consul General, U.S. Consulate at Guadalajara [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john jurecky; john p jurecky; jurecky john p","Jurecky, John P., Deputy Chief of Mission, U.S. Embassy in Montevideo [1989-1991]; Consul General, U.S. Consulate at Guadalajara [1991, 1992]",jurecky-john-p
"Justesen, Benjamin R., II","Administrative Counselor, U.S. Embassy in Paramaribo [1989]; Administrative Counselor, U.S. Embassy in Riga [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"benjamin justesen; benjamin r justesen; justesen benjamin r ii","Justesen, Benjamin R., II, Administrative Counselor, U.S. Embassy in Paramaribo [1989]; Administrative Counselor, U.S. Embassy in Riga [1992]",justesen-benjamin-r-ii
"Kamman, Curtis W.","Deputy Assistant Secretary of State for Intelligence and Research until 1989; Deputy Assistant Secretary of State for European and Canadian Affairs from 1989 until 1991; U.S. Ambassador to Chile from January 14, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"curtis kamman; curtis w kamman; kamman curtis w","Kamman, Curtis W., Deputy Assistant Secretary of State for Intelligence and Research until 1989; Deputy Assistant Secretary of State for European and Canadian Affairs from 1989 until 1991; U.S. Ambassador to Chile from January 14, 1992",kamman-curtis-w
"Kanter, Arnold L.","senior staff member, RAND corp.; Special Assistant to the President for National Security Affairs and Senior Director for Defense Policy and Arms Control, National Security Council staff, from June 5, 1989, until August 2, 1991; Under Secretary of State for Political Affairs from October 4, 1991, until January 20, 1993","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,,,,,"April 7, 1989 - Medium - Presidential Message to OPANAL General Conference",,,"arnold kanter; arnold l kanter; kanter arnold l","Kanter, Arnold L., senior staff member, RAND corp.; Special Assistant to the President for National Security Affairs and Senior Director for Defense Policy and Arms Control, National Security Council staff, from June 5, 1989, until August 2, 1991; Under Secretary of State for Political Affairs from October 4, 1991, until January 20, 1993",kanter-arnold-l
"Kaplan, Matthew B.","Consul, U.S. Consulate at Maracaibo [1989]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"kaplan matthew b; matthew b kaplan; matthew kaplan","Kaplan, Matthew B., Consul, U.S. Consulate at Maracaibo [1989]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",kaplan-matthew-b
"Keane, John F.","Political Counselor, U.S. Embassy in Brasilia [1989-1991]; Deputy Chief of Mission, U.S. Embassy in Guatemala City [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john f keane; john keane; keane john f","Keane, John F., Political Counselor, U.S. Embassy in Brasilia [1989-1991]; Deputy Chief of Mission, U.S. Embassy in Guatemala City [1992]",keane-john-f
"Kerr, Laurence M.","Overseas Citizens Services, Bureau of Consular Affairs, Department of State [1990]; Consul, U.S. Embassy in Santiago [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"kerr laurence m; laurence kerr; laurence m kerr","Kerr, Laurence M., Overseas Citizens Services, Bureau of Consular Affairs, Department of State [1990]; Consul, U.S. Embassy in Santiago [1990-1992]",kerr-laurence-m
"Kimmitt, Robert M.","lawyer, Sidley & Austin; Under Secretary of State for Political Affairs from March 2, 1989, until August 23, 1991; U.S. Ambassador to Germany from September 5, 1991","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,Colombia,,,,04/11/89 - Reference - From Michael Kozak & Elizabeth Verville to Robert Kimmitt,,,"kimmitt robert m; robert kimmitt; robert m kimmitt","Kimmitt, Robert M., lawyer, Sidley & Austin; Under Secretary of State for Political Affairs from March 2, 1989, until August 23, 1991; U.S. Ambassador to Germany from September 5, 1991",kimmitt-robert-m
"King, Russell R.","Administrative Counselor, U.S. Embassy in La Paz [1989, 1990]; Administrative Counselor, U.S. Embassy in San Salvador [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"king russell r; russell king; russell r king","King, Russell R., Administrative Counselor, U.S. Embassy in La Paz [1989, 1990]; Administrative Counselor, U.S. Embassy in San Salvador [1991, 1992]",king-russell-r
"Knight, Donald R.","Labor Attache, U.S. Embassy in Buenos Aires [1989-1991]; Labor Attache, U.S. Embassy in Guatemala City [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"donald knight; donald r knight; knight donald r","Knight, Donald R., Labor Attache, U.S. Embassy in Buenos Aires [1989-1991]; Labor Attache, U.S. Embassy in Guatemala City [1991, 1992]",knight-donald-r
"Kozak, Michael G.",Principal Deputy Assistant Secretary of State for Inter-American Affairs [1989-1991],"Senior regional-policy role; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,4,0,0,"Argentina; Colombia; Venezuela",,,,"March 2, 1989 - High - Meeting with President Vinicio Cerezo of Guatemala; 04/11/89 - Reference - From Michael Kozak & Elizabeth Verville to Robert Kimmitt; 5/4/89 - Medium - To: PCC Participants From: Michael Kozak; Medium - To: PCC Participants From: Michael Kozak 5/4189",,,"kozak michael g; michael g kozak; michael kozak","Kozak, Michael G., Principal Deputy Assistant Secretary of State for Inter-American Affairs [1989-1991]",kozak-michael-g
"Krueger, Karen E.","Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Director, Office of Multilateral Affairs, Bureau of Human Rights and Humanitarian Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"karen e krueger; karen krueger; krueger karen e","Krueger, Karen E., Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Director, Office of Multilateral Affairs, Bureau of Human Rights and Humanitarian Affairs, Department of State [1992]",krueger-karen-e
"Lacalle de Herrera, Luis Alberto","President of Uruguay from March 1, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,no,0,0,0,0,0,,,,,,,,"lacalle de herrera luis alberto; luis alberto lacalle de herrera; luis lacalle de herrera","Lacalle de Herrera, Luis Alberto, President of Uruguay from March 1, 1990",lacalle-de-herrera-luis-alberto
"Lagana, Gregory","Public Affairs Officer, U.S. Embassy in Quito [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gregory lagana; lagana gregory","Lagana, Gregory, Public Affairs Officer, U.S. Embassy in Quito [1989-1992]",lagana-gregory
"Lambert, Paul C.","lawyer, Breed, Abbot, and Morgan; U.S. Ambassador to Ecuador from July 2, 1990, until February 1, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"lambert paul c; paul c lambert; paul lambert","Lambert, Paul C., lawyer, Breed, Abbot, and Morgan; U.S. Ambassador to Ecuador from July 2, 1990, until February 1, 1992",lambert-paul-c
"Lane, Howard A.","Public Affairs Officer, U.S. Embassy in Bogota [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"howard a lane; howard lane; lane howard a","Lane, Howard A., Public Affairs Officer, U.S. Embassy in Bogota [1989, 1990]",lane-howard-a
"Langan, Douglas","Deputy Chief of Mission, U.S. Embassy in Lima [1989, 1990]; Executive Director, Bureau of European and Canadian Affairs, Department of State [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"douglas langan; langan douglas","Langan, Douglas, Deputy Chief of Mission, U.S. Embassy in Lima [1989, 1990]; Executive Director, Bureau of European and Canadian Affairs, Department of State [1990-1992]",langan-douglas
"Larson, Paul","Economic and Commercial Counselor, U.S. Embassy in Montevideo [1991, 1992]; Chief, Special Trade Activities Division, Office of Multilateral Trade Affairs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"larson paul; paul larson","Larson, Paul, Economic and Commercial Counselor, U.S. Embassy in Montevideo [1991, 1992]; Chief, Special Trade Activities Division, Office of Multilateral Trade Affairs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1992]",larson-paul
"Lenahan, Richard M.","Commercial Counselor, U.S. Embassy in Lima [1990-1992]; Commercial Counselor, U.S. Embassy in Bogota [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"lenahan richard m; richard lenahan; richard m lenahan","Lenahan, Richard M., Commercial Counselor, U.S. Embassy in Lima [1990-1992]; Commercial Counselor, U.S. Embassy in Bogota [1992]",lenahan-richard-m
"Leonard, John P.","Charge d’Affaires ad Interim, U.S. Embassy in Managua from July 1, 1988, until June 1, 1990; U.S. Ambassador to Suriname from March 11, 1991",South America country or capital in name authority entry,0,,,yes,1,0,0,1,0,Suriname,,,,,1990-09-20 - Nomination of John P. Leonard To Be United States Ambassador to Suriname,,"john leonard; john p leonard; leonard john p","Leonard, John P., Charge d’Affaires ad Interim, U.S. Embassy in Managua from July 1, 1988, until June 1, 1990; U.S. Ambassador to Suriname from March 11, 1991",leonard-john-p
"Likins, Rose M.","Political Counselor, U.S. Embassy in Asuncion [1989-1991]; Special Assistant, Office of the Deputy Secretary of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"likins rose m; rose likins; rose m likins","Likins, Rose M., Political Counselor, U.S. Embassy in Asuncion [1989-1991]; Special Assistant, Office of the Deputy Secretary of State [1992]",likins-rose-m
"Linville, D. Thomas","Administrative Counselor, U.S. Consulate at Hong Kong [1989]; Administrative Counselor, U.S. Embassy in Lima [1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"d linville; d thomas linville; linville d thomas","Linville, D. Thomas, Administrative Counselor, U.S. Consulate at Hong Kong [1989]; Administrative Counselor, U.S. Embassy in Lima [1990]",linville-d-thomas
"Llorens, Hugo L.","Economic and Commercial Counselor, U.S. Embassy in Asuncion [1989]; Economic Counselor, U.S. Embassy in Tegucigalpa [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hugo l llorens; hugo llorens; llorens hugo l","Llorens, Hugo L., Economic and Commercial Counselor, U.S. Embassy in Asuncion [1989]; Economic Counselor, U.S. Embassy in Tegucigalpa [1992]",llorens-hugo-l
"Loftstrom, William L.","Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1990-1991]; Labor Attache, U.S. Embassy in Buenos Aires [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"loftstrom william l; william l loftstrom; william loftstrom","Loftstrom, William L., Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1990-1991]; Labor Attache, U.S. Embassy in Buenos Aires [1991, 1992]",loftstrom-william-l
"Lore, Mark","Deputy Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1989]; Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Brasilia [1992]","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,Brazil,,,,"February 6, 1989 - Reference - To: THE SITUATION ROOM; From: CLARKE M. BRINTNALL",,,"lore mark; mark lore","Lore, Mark, Deputy Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1989]; Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Brasilia [1992]",lore-mark
"Loveridge, Charles","Public Affairs Officer, U.S. Embassy in Lima [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"charles loveridge; loveridge charles","Loveridge, Charles, Public Affairs Officer, U.S. Embassy in Lima [1989, 1990]",loveridge-charles
"Lowe, George M., Jr.","Administrative Counselor, U.S. Embassy in Lima [1989]; Administrative Counselor, U.S. Embassy in Bogota [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"george lowe; george m lowe; lowe george m jr","Lowe, George M., Jr., Administrative Counselor, U.S. Embassy in Lima [1989]; Administrative Counselor, U.S. Embassy in Bogota [1990-1992]",lowe-george-m-jr
"Lundberg, Eric K.","Consul, U.S. Embassy in Paramaribo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"eric k lundberg; eric lundberg; lundberg eric k","Lundberg, Eric K., Consul, U.S. Embassy in Paramaribo [1991, 1992]",lundberg-eric-k
"Mack, James F.","Deputy Chief of Mission, U.S. Embassy in Asuncion [1989]; Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Quito [1991]; Charge d’Affaires ad interim, U.S. Embassy in Quito from February 1, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"james f mack; james mack; mack james f","Mack, James F., Deputy Chief of Mission, U.S. Embassy in Asuncion [1989]; Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Quito [1991]; Charge d’Affaires ad interim, U.S. Embassy in Quito from February 1, 1992",mack-james-f
"Malpass, David R.","Deputy Assistant Secretary for Economic Affairs, Bureau of Inter-American Affairs, Department of State [1990-1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"david malpass; david r malpass; malpass david r","Malpass, David R., Deputy Assistant Secretary for Economic Affairs, Bureau of Inter-American Affairs, Department of State [1990-1992]",malpass-david-r
"Marcus, Randolph","Office of the Coordinator for Counter-Terrorism, Department of State [1991]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"marcus randolph; randolph marcus","Marcus, Randolph, Office of the Coordinator for Counter-Terrorism, Department of State [1991]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",marcus-randolph
"Martinez, Carmen Maria","Consul, U.S. Embassy in Quito [1989-1992]; Principal Officer, U.S. Consulate at Barranquilla [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"carmen maria martinez; carmen martinez; martinez carmen maria","Martinez, Carmen Maria, Consul, U.S. Embassy in Quito [1989-1992]; Principal Officer, U.S. Consulate at Barranquilla [1992]",martinez-carmen-maria
"Martinez, Elizabeth L.","Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1991]; Office of Australia and New Zealand Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"elizabeth l martinez; elizabeth martinez; martinez elizabeth l","Martinez, Elizabeth L., Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1991]; Office of Australia and New Zealand Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1992]",martinez-elizabeth-l
"Mason, J. Richard","Administrative Counselor, U.S. Embassy in Quito [1989, 1990]; Administrative Counselor, U.S. Embassy in Monrovia [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"j mason; j richard mason; mason j richard","Mason, J. Richard, Administrative Counselor, U.S. Embassy in Quito [1989, 1990]; Administrative Counselor, U.S. Embassy in Monrovia [1991, 1992]",mason-j-richard
"Mason, Nancy","Labor Attache, U.S. Embassy in Santiago [1989, 1990]; Political Counselor, U.S. Embassy in Santiago [1991]; Political and Economic Counselor, U.S. Consulate at Karachi [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mason nancy; nancy mason","Mason, Nancy, Labor Attache, U.S. Embassy in Santiago [1989, 1990]; Political Counselor, U.S. Embassy in Santiago [1991]; Political and Economic Counselor, U.S. Consulate at Karachi [1991, 1992]",mason-nancy
"Maxwell, Paul C.","Science Attache, U.S. Embassy in Buenos Aires [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"maxwell paul c; paul c maxwell; paul maxwell","Maxwell, Paul C., Science Attache, U.S. Embassy in Buenos Aires [1991, 1992]",maxwell-paul-c
"McAfee, Marilyn","Public Affairs Officer, U.S. Embassy in Santiago until 1989; Deputy Chief of Mission, U.S. Embassy in La Paz from 1989 until 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"marilyn mcafee; mcafee marilyn","McAfee, Marilyn, Public Affairs Officer, U.S. Embassy in Santiago until 1989; Deputy Chief of Mission, U.S. Embassy in La Paz from 1989 until 1992",mcafee-marilyn
"McBride, Joseph N.","Political Counselor, U.S. Embassy in Lima [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"joseph mcbride; joseph n mcbride; mcbride joseph n","McBride, Joseph N., Political Counselor, U.S. Embassy in Lima [1990-1992]",mcbride-joseph-n
"McCamman, Michael","Consul, U.S. Embassy in Quito [1989]; Office of United Nations Social and Refugee Affairs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1990, 1991]; Consul, U.S. Embassy in Port-of-Spain [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mccamman michael; michael mccamman","McCamman, Michael, Consul, U.S. Embassy in Quito [1989]; Office of United Nations Social and Refugee Affairs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1990, 1991]; Consul, U.S. Embassy in Port-of-Spain [1991, 1992]",mccamman-michael
"McCarthy-Alexander, Deborah A.","Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Office of International Conference Programs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1990]; Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1991]; Economic and Commercial Counselor, U.S. Embassy in Port-au-Prince [1991, 1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"deborah a mccarthy alexander; deborah mccarthy alexander; mccarthy alexander deborah a","McCarthy-Alexander, Deborah A., Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Office of International Conference Programs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1990]; Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1991]; Economic and Commercial Counselor, U.S. Embassy in Port-au-Prince [1991, 1992]",mccarthy-alexander-deborah-a
"McCarthy, Robert","Press and Cultural Attache, U.S. Embassy in Budapest [1989-1991]; Political and Military Counselor, U.S. Embassy in Paramaribo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mccarthy robert; robert mccarthy","McCarthy, Robert, Press and Cultural Attache, U.S. Embassy in Budapest [1989-1991]; Political and Military Counselor, U.S. Embassy in Paramaribo [1991, 1992]",mccarthy-robert
"McCormack, Richard T.","U.S. Permanent Representative to the Organization of American States until April 13, 1989; Under Secretary of State for Economic and Agricultural Affairs, from April 14, 1989, until May 3, 1991",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"mccormack richard t; richard mccormack; richard t mccormack","McCormack, Richard T., U.S. Permanent Representative to the Organization of American States until April 13, 1989; Under Secretary of State for Economic and Agricultural Affairs, from April 14, 1989, until May 3, 1991",mccormack-richard-t
"McCulloch, Gerald C.","Political Counselor, U.S. Embassy in Bogota [1989]; Deputy Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Asuncion [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gerald c mcculloch; gerald mcculloch; mcculloch gerald c","McCulloch, Gerald C., Political Counselor, U.S. Embassy in Bogota [1989]; Deputy Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Asuncion [1992]",mcculloch-gerald-c
"McFarland, Stephen G.","Political Counselor, U.S. Embassy in San Salvador [1989, 1990]; Political Counselor, U.S. Embassy in La Paz [1990-1992]; Political Counselor, U.S. Embassy in Lima [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mcfarland stephen g; stephen g mcfarland; stephen mcfarland","McFarland, Stephen G., Political Counselor, U.S. Embassy in San Salvador [1989, 1990]; Political Counselor, U.S. Embassy in La Paz [1990-1992]; Political Counselor, U.S. Embassy in Lima [1992]",mcfarland-stephen-g
"McHugh, R. James","Charge d’Affaires ad interim, U.S. Embassy in St. Johns, until December 1989; Andean/South American Division, Office of Program Management, Bureau of Intelligence and Research, Department of State [1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mchugh r james; r james mchugh; r mchugh","McHugh, R. James, Charge d’Affaires ad interim, U.S. Embassy in St. Johns, until December 1989; Andean/South American Division, Office of Program Management, Bureau of Intelligence and Research, Department of State [1990]",mchugh-r-james
"Mclean, J. Phillip","Deputy Chief of Mission, U.S. Embassy in Bogota [1989-1991]; Deputy Assistant Secretary of State for Inter-American Affairs [1991, 1992]","South America country or capital in name authority entry; Senior regional-policy role",0,,,no,0,0,0,0,0,,,,,,,,"j mclean; j phillip mclean; mclean j phillip","Mclean, J. Phillip, Deputy Chief of Mission, U.S. Embassy in Bogota [1989-1991]; Deputy Assistant Secretary of State for Inter-American Affairs [1991, 1992]",mclean-j-phillip
"McLean, Joseph G.","Labor Attache, U.S. Embassy in Guatemala City [1989-1991]; Labor Attache, U.S. Embassy in Santiago [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"joseph g mclean; joseph mclean; mclean joseph g","McLean, Joseph G., Labor Attache, U.S. Embassy in Guatemala City [1989-1991]; Labor Attache, U.S. Embassy in Santiago [1991, 1992]",mclean-joseph-g
